timestamp,open,high,low,close,volume,oi
2023-02-24,17591.35,17599.75,17421.8,17465.8,145799,0.0
2023-02-27,17428.6,17451.6,17299.0,17392.7,173279,0.0
2023-02-28,17383.25,17440.45,17255.2,17303.95,182202,0.0
2023-03-01,17360.1,17467.75,17345.25,17450.9,130146,0.0
2023-03-02,17421.5,17445.8,17306.0,17321.9,185925,0.0
2023-03-03,17451.25,17644.75,17427.7,17594.35,220361,0.0
2023-03-06,17680.35,17799.95,17671.95,17711.45,137914,0.0
2023-03-08,17665.75,17766.5,17602.25,17754.4,145238,0.0
2023-03-09,17772.05,17772.35,17573.6,17589.6,149906,0.0
2023-03-10,17443.8,17451.5,17324.35,17412.9,180464,0.0
2023-03-13,17421.9,17529.9,17113.45,17154.3,272887,0.0
2023-03-14,17160.55,17224.65,16987.1,17043.3,266229,0.0
2023-03-15,17166.45,17211.35,16938.9,16972.15,184741,0.0
2023-03-16,16994.65,17062.45,16850.15,16985.6,230742,0.0
2023-03-17,17111.8,17145.8,16958.15,17100.05,240639,0.0
2023-03-20,17066.6,17066.6,16828.35,16988.4,233205,0.0
2023-03-21,17060.4,17127.7,17016.0,17107.5,138012,0.0
2023-03-22,17177.45,17207.25,17107.85,17151.9,108795,0.0
2023-03-23,17097.4,17205.4,17045.3,17076.9,175746,0.0
2023-03-24,17076.2,17109.45,16917.35,16945.05,164150,0.0
2023-03-27,16984.3,17091.0,16918.55,16985.7,216833,0.0
2023-03-28,17031.75,17061.75,16913.75,16951.7,169368,0.0
2023-03-29,16977.3,17126.15,16940.6,17080.7,245279,0.0
2023-03-31,17210.35,17381.6,17204.65,17359.75,172665,0.0
2023-04-03,17427.95,17428.05,17312.75,17398.05,124446,0.0
2023-04-05,17422.3,17570.55,17402.7,17557.05,157214,0.0
2023-04-06,17533.85,17638.7,17502.85,17599.15,157302,0.0
2023-04-10,17634.9,17694.1,17597.95,17624.05,106605,0.0
2023-04-11,17704.8,17748.75,17655.15,17722.3,126840,0.0
2023-04-12,17759.55,17825.75,17717.25,17812.4,115008,0.0
